Filename;Year;Month;Day;Hour;Minute;Second;Head_length;Abdomen_length;Insect_length_total;kingdom;phylum;class;order;family;score;highest_classification_rank;taxonomic_name_2;score_2;score_diff;path
20240710094245_crop_0.jpg;2024;7;10;9;42;45;0.55;4.84;5.38;Animalia;Arthropoda;Insecta;Diptera;Ephydridae;0.416891396;family;Stratiomyidae;0.145241246;0.27165015;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710094245_crop_0.jpg
20240710094330_crop_0.jpg;2024;7;10;9;43;30;0.99;;;Animalia;Arthropoda;Insecta;Hymenoptera;Encyrtidae;0.185963005;family;Scelionidae;0.100716025;0.08524698;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710094330_crop_0.jpg
20240710094940_crop_0.jpg;2024;7;10;9;49;40;0.55;5.49;6.04;Animalia;Arthropoda;Insecta;Diptera;Hybotidae;0.443515658;family;Empididae;0.145232543;0.298283115;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710094940_crop_0.jpg
20240710095758_crop_0.jpg;2024;7;10;9;57;58;0.66;5.27;5.93;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.249112681;family;Pipunculidae;0.158793852;0.090318829;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710095758_crop_0.jpg
20240710095927_crop_0.jpg;2024;7;10;9;59;27;0.66;4.29;4.95;Animalia;Arthropoda;Insecta;Diptera;Hippoboscidae;0.235544354;family;Chloropidae;0.100254953;0.135289401;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710095927_crop_0.jpg
20240710100702_crop_0.jpg;2024;7;10;10;7;2;0.33;1.65;1.98;Animalia;Arthropoda;Insecta;Hemiptera;Cydnidae;0.163309142;family;Curculionidae;0.132570907;0.030738235;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710100702_crop_0.jpg
20240710100747_crop_0.jpg;2024;7;10;10;7;47;0.44;1.98;2.42;Animalia;Arthropoda;Insecta;Strepsiptera;Elenchidae;0.132942021;family;Cicadellidae;0.087919056;0.045022964;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710100747_crop_0.jpg
20240710100802_crop_0.jpg;2024;7;10;10;8;2;0.55;2.86;3.41;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;0.351949722;family;Carabidae;0.065968305;0.285981417;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710100802_crop_0.jpg
20240710101051_crop_0.jpg;2024;7;10;10;10;51;0.66;5.82;6.48;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;0.314350963;family;Spongiphoridae;0.075997181;0.238353781;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710101051_crop_0.jpg
20240710101803_crop_0.jpg;2024;7;10;10;18;3;0.88;5.05;5.93;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.3237831;family;Chironomidae;0.062422257;0.261360843;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710101803_crop_0.jpg
20240710102229_crop_0.jpg;2024;7;10;10;22;29;0.66;3.74;4.40;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.131273612;family;Rutelidae;0.093405746;0.037867866;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710102229_crop_0.jpg
20240710103659_crop_0.jpg;2024;7;10;10;36;59;0.33;2.64;2.97;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;0.33483094;family;Asilidae;0.117733456;0.217097484;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710103659_crop_0.jpg
20240710104204_crop_0.jpg;2024;7;10;10;42;4;0.33;;;Animalia;Arthropoda;Insecta;Hymenoptera;Crabronidae;0.485483795;family;Staphylinidae;0.135554701;0.349929094;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710104204_crop_0.jpg
20240710104307_crop_0.jpg;2024;7;10;10;43;7;1.10;5.71;6.81;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.662900209;family;Dolichopodidae;0.197306618;0.465593591;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710104307_crop_0.jpg
20240710105327_crop_0.jpg;2024;7;10;10;53;27;0.88;5.16;6.04;Animalia;Arthropoda;Insecta;Diptera;Pipunculidae;0.235070825;family;Muscidae;0.14878045;0.086290374;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710105327_crop_0.jpg
20240710105529_crop_0.jpg;2024;7;10;10;55;29;0.33;2.97;3.30;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;0.250573903;family;Pipunculidae;0.096455343;0.15411856;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710105529_crop_0.jpg
20240710105529_crop_1.jpg;2024;7;10;10;55;29;0.44;3.08;3.52;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;0.105391055;family;Muscidae;0.047394004;0.057997052;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710105529_crop_1.jpg
20240710110407_crop_0.jpg;2024;7;10;11;4;7;1.10;6.04;7.14;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.695004702;family;Sphaeroceridae;0.122160941;0.57284376;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710110407_crop_0.jpg
20240710110431_crop_0.jpg;2024;7;10;11;4;31;0.55;0.22;0.77;Animalia;Arthropoda;Insecta;Diptera;Pipunculidae;0.341199875;family;Agromyzidae;0.069352522;0.271847352;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710110431_crop_0.jpg
